pal_va,name,object_file,source_file,source_path,source_line
0x0010A040,SetMotionBlendlessNode,motionManager2.o,,,
0x00106C78,GetOrientOfCliffOfGObj,motionManager2.o,,,
0x0010A958,GetMotionFrameFlag2,motionManager2.o,,,
0x0010A3A8,SetRootUpdateMode,motionManager2.o,,,
0x0010ABA0,SetMotionPlaySpeedRatio,motionManager2.o,,,
0x00106EF0,GetRootPosOfNextFrame,motionManager2.o,,,
0x00108930,_getMotion,motionManager2.o,,,
0x00106D40,_GetMotionDirection,motionManager2.o,,,
0x00106260,GetWaterReaction,motionManager2.o,,,
0x00108F30,CopyMotionWithNodeHrc,motionManager2.o,,,
0x0010A458,CheckPureCliffAttribute,motionManager2.o,,,
0x0010B388,GetBlendedMotionRootPos,motionManager2.o,,,
0x00109A38,MakeMirrorMotion,motionManager2.o,,,
0x00106F78,GetLowerPlaneCollision,motionManager2.o,,,
0x0010A438,CheckPureWallAttribute,motionManager2.o,,,
0x0010A228,GetSkeltonFocusNode,motionManager2.o,,,
0x00107DC0,GetPureVerticalPlaneOfCurrentPosition,motionManager2.o,,,
0x0010A3C8,ForMotionViewer_GetCurrentMotion,motionManager2.o,,,
0x0010AB58,GetRootProjectionPosOfGObj,motionManager2.o,,,
0x0010A938,GetRopeHangablePos,motionManager2.o,,,
0x00109E50,DebugDisp1Collision,motionManager2.o,,,
0x00106C68,GetOrientOfWallOfGObj,motionManager2.o,,,
0x00106F38,AdjustMotionHeightToField,motionManager2.o,,,
0x00109DF0,FeedbackWallWorkInfoToBrainSystem,motionManager2.o,,,
0x0010B1D8,LockForceGroundParent,motionManager2.o,,,
0x0010AE58,GetBlendedMotion,motionManager2.o,,,
0x0010D780,PoolGeo,pool.o,,,
0x0010CDB8,InitLimitedPoolReflactionMesh,pool.o,,,
0x0010B798,SetFallDownSplash,pool.o,,,
0x0010B9B8,GetPoolGlobalDrainVector,pool.o,,,
0x0010CF00,SetLayoutedPoolReflactionMesh,pool.o,,,
0x0010D788,GetPoolGlobalHeight,pool.o,,,
0x0010D8F8,InitLayoutedPoolReflactionMesh,pool.o,,,
0x0010D8E0,CheckPoolHasGridMesh,pool.o,,,
0x0010D240,SetLimitedPoolReflactionMesh,pool.o,,,
0x0010D7C8,GetPoolGlobalHeightDetail,pool.o,,,
0x0010DAC0,getWave,pool.o,,,
0x0010D698,DispLimitedPoolReflactionMesh,pool.o,,,
0x0010B9C8,InitPoolGeo,pool.o,,,
0x0010CCB8,PoolDL,pool.o,,,
0x0010DBE8,RotCurrentQuaternionZ,quaternion.o,,,
0x0010ED18,GetZUnitVectorOfQuaternion,quaternion.o,,,
0x0010DF90,CopyQuaternion,quaternion.o,,,
0x0010E8B8,RotQuaternionY,quaternion.o,,,
0x0010E330,SetQuaternionByAxisRotateWithNoRegularize,quaternion.o,,,
0x0010EC88,GetYUnitVectorOfQuaternion,quaternion.o,,,
0x0010DC90,SetIdentityQuaternion,quaternion.o,,,
0x0010DF98,GetInverseQuaternion,quaternion.o,,,
0x0010E200,GetCurrentQuaternion,quaternion.o,,,
0x0010DBA8,RotCurrentQuaternionX,quaternion.o,,,
0x0010DB40,MultiCurrentQuaternion,quaternion.o,,,
0x0010E398,SetQuaternionByAxisRotateEAngle,quaternion.o,,,
0x0010E620,GetMatrixFromQuaternionPos,quaternion.o,,,
0x0010EBF8,GetXUnitVectorOfQuaternion,quaternion.o,,,
0x0010EDA8,GetDifferencialQuaternionWithNoRegularize,quaternion.o,,,
0x0010DC08,PushQuaternion,quaternion.o,,,
0x0010EAF8,RotQuaternionEAZ,quaternion.o,,,
0x0010E6D0,MultiMatrixByQuaternion,quaternion.o,,,
0x0010E5A0,GetMatrixFromQuaternionRotElem,quaternion.o,,,
0x0010DF58,GetQuaternionFromMatrix,quaternion.o,,,
0x0010E518,MultiQuaternion,quaternion.o,,,
0x0010E230,PushQuaternionWithNoCopy,quaternion.o,,,
0x0010E9F8,RotQuaternionEAX,quaternion.o,,,
0x0010DC80,InitQuaternionDrive,quaternion.o,,,
0x0010DFD8,RegularizeQuaternion,quaternion.o,,,
0x0010E458,SetQuaternionByAxisRotateV,quaternion.o,,,
0x0010DBC8,RotCurrentQuaternionY,quaternion.o,,,
0x0010EF38,SetQuaternionByCosineAxisRotateV,quaternion.o,,,
0x0010E218,GetLastQuaternion,quaternion.o,,,
0x0010E958,RotQuaternionZ,quaternion.o,,,
0x0010DCA0,GetMatrixFromQuaternion,quaternion.o,,,
0x0010E718,GetMirrorQuaternion,quaternion.o,,,
0x0010EEA8,SetQuaternionByCosineAxisRotateVWithNoRegularize,quaternion.o,,,
0x0010E558,DivQuaternion,quaternion.o,,,
0x0010EE68,GetQuaternionMagnitude,quaternion.o,,,
0x0010DB68,InvertCurrentQuaternion,quaternion.o,,,
0x0010E818,RotQuaternionX,quaternion.o,,,
0x0010E4B8,SetQuaternionByAxisRotateVWithNoRegularize,quaternion.o,,,
0x0010E040,GetSlerpQuaternionNoRegularize,quaternion.o,,,
0x0010EFC8,SetQuaternionByAxisRotateVEAngle,quaternion.o,,,
0x0010E1D8,GetSlerpQuaternion,quaternion.o,,,
0x0010E2C0,SetQuaternionByAxisRotate,quaternion.o,,,
0x0010DB88,SetCurrentQuaternion,quaternion.o,,,
0x0010E288,PopQuaternion,quaternion.o,,,
0x0010F088,GetQuaternionCosRadian,quaternion.o,,,
0x0010F2C0,GetTableArcCos,tableSin.o,,,
0x0010F158,InitTableSin,tableSin.o,,,
0x0010F368,GetTableArcTan2,tableSin.o,,,
0x0010F100,GetTableCos,tableSin.o,,,
0x0010F230,GetTableArcSin,tableSin.o,,,
0x0010F0B0,GetTableSin,tableSin.o,,,
0x0010F408,p2o_DispVU1Multi,DisplayP2O.o,,,
0x0010F3B0,p2o_MakePacket,DisplayP2O.o,,,
0x0010F3C0,p2o_DispShadowVolume,DisplayP2O.o,,,
0x0010F438,p2o_SetDefaultEnviroment,DisplayP2O.o,,,
0x0010F428,p2o_TransMicroProgram,DisplayP2O.o,,,
0x0010F418,p2o_DispVU1,DisplayP2O.o,,,
0x0010F3F8,p2o_DispVU1DObj,DisplayP2O.o,,,
0x0010F400,p2o_DispVU1DObjMulti,DisplayP2O.o,,,
0x0010F420,p2o_DispVU1Default,DisplayP2O.o,,,
0x0010F3C8,p2o_HideDispVU1,DisplayP2O.o,,,
0x0010F410,p2o_DispVU1MultiDefault,DisplayP2O.o,,,
0x0010FD20,file_LoadFile,FileManager.o,,,
0x0010F440,file_Init,FileManager.o,,,
0x00111258,gif_SpriteSensitiveOrg,GifPacket.o,,,
0x00112360,gif_MakeSpriteNoTexture,GifPacket.o,,,
0x00111568,gif_DrawPolyF4,GifPacket.o,,,
0x0010FFE8,gif_MakeLine2DOffset,GifPacket.o,,,
0x001110B0,gif_SpriteOrg,GifPacket.o,,,
0x00111870,gif_DrawStripF,GifPacket.o,,,
0x00112178,gif_MakePoint2DOffset,GifPacket.o,,,
0x00112710,gif_SetAlpha,GifPacket.o,,,
0x00110290,gif_MakeSpriteOffset,GifPacket.o,,,
0x001107B8,gif_Line,GifPacket.o,,,
0x00111A30,gif_DrawStripG,GifPacket.o,,,
0x00112458,gif_MakeSpriteNoTextureOffset,GifPacket.o,,,
0x00110B48,gif_SpriteSensitive,GifPacket.o,,,
0x0010FED0,gif_EndPacketPath1,GifPacket.o,,,
0x0010FD98,gif_EndPacket,GifPacket.o,,,
0x00112948,gif_SetHalfOffset,GifPacket.o,,,
0x001127B0,gif_MoveImage,GifPacket.o,,,
0x00112660,gif_LineOffset,GifPacket.o,,,
0x00112018,gif_Init,GifPacket.o,,,
0x001129C8,_IsInScreen,GifPacket.o,,,
0x001128B0,gif_SetZTest,GifPacket.o,,,
0x00112020,gif_StartPacketPri,GifPacket.o,,,
0x00110690,gif_PointOffset,GifPacket.o,,,
0x00110EF8,gif_SpriteSensitiveOffset,GifPacket.o,,,
0x00110CE8,gif_SpriteOffset,GifPacket.o,,,
0x001120A8,gif_CheckOpen,GifPacket.o,,,
0x00111C38,gif_Draw2DStripG,GifPacket.o,,,
0x00112080,gif_SetGsReg,GifPacket.o,,,
0x00112250,gif_MakeLine2D,GifPacket.o,,,
0x00110428,gif_MakeSpriteWithStrip,GifPacket.o,,,
0x00110110,gif_MakeSprite,GifPacket.o,,,
0x00112568,gif_Point,GifPacket.o,,,
0x001128F0,gif_SetZWrite,GifPacket.o,,,
0x00111E10,gif_Draw2DUVStripG,GifPacket.o,,,
0x00112050,gif_StartPacketPriPath1,GifPacket.o,,,
0x001120B0,gif_MakePoint2D,GifPacket.o,,,
0x00110948,gif_Sprite,GifPacket.o,,,
0x001113A0,gif_SetDrawEnviroment,GifPacket.o,,,
0x00112A30,gsb_SetFrame,GsBase.o,,,
0x00112C90,gsb_Reduction,GsBase.o,,,
0x00115568,gsb_SetZoom,GsBase.o,,,
0x001154E0,gsb_SetBGColor,GsBase.o,,,
0x00114F98,gsb_StageSettingTool,GsBase.o,,,
0x00115718,gsb_ClearFrameBuffer,GsBase.o,,,
0x00115678,gsb_SaveStageSettings,GsBase.o,,,
0x00115578,gsb_SyncGSSystem,GsBase.o,,,
0x001155D8,gsb_LoadStageSettings,GsBase.o,,,
0x00115538,gsb_GetBGColor,GsBase.o,,,
0x001146C0,gsb_UpdateGSSystem,GsBase.o,,,
0x001147E0,gsb_ResetGSSystem,GsBase.o,,,
0x001140F0,gsb_MakeCommonMatrix,GsBase.o,,,
0x00114EA8,gsb_ClipBox,GsBase.o,,,
0x001145D0,gsb_InitGSSystem,GsBase.o,,,
0x00115378,gsb_StageSetting,GsBase.o,,,
0x00114CC0,gsb_SetVSMatrix,GsBase.o,,,
0x00112B28,gsb_Init,GsBase.o,,,
0x00118010,light_AddAmbientObject,Light.o,,,
0x00117FB8,light_KillAllAmbient,Light.o,,,
0x001167B0,light_DispVolume,Light.o,,,
0x00117400,light_Tool,Light.o,,,
0x00115900,light_AddLight,Light.o,,,
0x00117F48,light_InitLight,Light.o,,,
0x00117F58,light_KillAllFixLight,Light.o,,,
0x001166D0,light_MakeLightMatrix,Light.o,,,
0x00118E38,_ApplyMatrix,Matrix.o,,,
0x001189D0,_PushVu0Registers,Matrix.o,,,
0x001187C8,_GetCurrentMatrixTrans,Matrix.o,,,
0x00119200,_MakeLightColorMatrix,Matrix.o,,,
0x00118450,_UnitCurrentMatrix,Matrix.o,,,
0x001188D0,_RotTransPersCurrentMatrix,Matrix.o,,,
0x00118B78,_AddVectorXYZ,Matrix.o,,,
0x00118C50,_CopyVector,Matrix.o,,,
0x00118BE0,_ScaleVectorXYZ,Matrix.o,,,
0x00118D98,_CopyMatrix,Matrix.o,,,
0x00118F00,_InversMatrix,Matrix.o,,,
0x001188B0,_ApplyCurrentMatrix,Matrix.o,,,
0x00118488,_PopCurrentMatrix,Matrix.o,,,
0x001185A0,_RotCurrentMatrixY,Matrix.o,,,
0x00118140,_RemakeNormal,Matrix.o,,,
0x00118BC0,_ScaleVector,Matrix.o,,,
0x00118720,_ScaleCurrentMatrix,Matrix.o,,,
0x00118B90,_SubVector,Matrix.o,,,
0x00118C60,_CopyIVector,Matrix.o,,,
0x00118B60,_AddVector,Matrix.o,,,
0x001187B0,_GetCurrentMatrix,Matrix.o,,,
0x00118C70,_UnitVector,Matrix.o,,,
0x00118BA8,_SubVectorXYZ,Matrix.o,,,
0x00118C80,_InterVector,Matrix.o,,,
0x00119270,_GetRandomVector,Matrix.o,,,
0x00118980,_InverseCurrentMatrix,Matrix.o,,,
0x00118C38,_FTOI0Vector,Matrix.o,,,
0x00118858,_MulCurrentMatrixL,Matrix.o,,,
0x001192A8,_RotTransCurrentMatrix,Matrix.o,,,
0x00118410,_Sqrt,Matrix.o,,,
0x001187F0,_MulCurrentMatrixR,Matrix.o,,,
0x00118B40,_OuterProduct,Matrix.o,,,
0x00118660,_RotCurrentMatrixZ,Matrix.o,,,
0x00118E68,_UnitMatrix,Matrix.o,,,
0x00119258,_GetRandom,Matrix.o,,,
0x001187D8,_SetCurrentMatrix,Matrix.o,,,
0x00118C20,_FTOI4Vector,Matrix.o,,,
0x00118C00,_ScaleVector2XYZ,Matrix.o,,,
0x00118F70,_ScaleMatrixV,Matrix.o,,,
0x00118950,_TransposeRotationCurrentMatrix,Matrix.o,,,
0x00118EB8,_TransposeMatrix,Matrix.o,,,
0x00119130,_MakeNormalLightMatrix,Matrix.o,,,
0x00118D00,_GetLength,Matrix.o,,,
0x00118CD0,_GetNorm,Matrix.o,,,
0x00118430,_InitCurrentMatrix,Matrix.o,,,
0x00118D68,_GetLengthXZ,Matrix.o,,,
0x00119238,_InitRandom,Matrix.o,,,
0x001184A0,_TransCurrentMatrix,Matrix.o,,,
0x00118B10,_InnerProduct,Matrix.o,,,
0x00119290,_GetRandomVector0,Matrix.o,,,
0x00118DC0,_MulMatrix,Matrix.o,,,
0x00119008,_SetCameraMatrix,Matrix.o,,,
0x00118AE0,_NormalizeVector,Matrix.o,,,
0x00118900,_TransposeCurrentMatrix,Matrix.o,,,
0x00118470,_PushCurrentMatrix,Matrix.o,,,
0x001184C0,_SetTransCurrentMatrix,Matrix.o,,,
0x00118D38,_GetLengthXY,Matrix.o,,,
0x001184D0,_ClearTransCurrentMatrix,Matrix.o,,,
0x00118A58,_PopVu0Registers,Matrix.o,,,
0x001184E0,_RotCurrentMatrixX,Matrix.o,,,
0x00118E90,_UnitRotation,Matrix.o,,,
0x00118CA8,_InterVectorXYZ,Matrix.o,,,
0x00119748,mc_Reset,MicroCode.o,,,
0x00119788,mc_Init,MicroCode.o,,,
0x00119458,mc_SetMicroCode,MicroCode.o,,,
0x00119678,mc_TransMicroCode,MicroCode.o,,,
0x0011C6D0,pac_MakePacket,Packet.o,,,
0x0011C750,pac_DispVu1Memory,Packet.o,,,
0x001199B0,pac_DumpPac,Packet.o,,,
0x0011C748,pac_Init,Packet.o,,,
0x0011C6F0,pac_Dump,Packet.o,,,
0x0011CC90,prim_DispFan2D,Primitive.o,,,
0x0011DA78,prim_UpdateMesh3D,Primitive.o,,,
0x0011E660,prim_DeleteParticle,Primitive.o,,,
0x0011DF90,prim_DispMesh3D,Primitive.o,,,
0x0011E488,prim_DispParticle,Primitive.o,,,
0x0011C7B8,prim_InitFan2D,Primitive.o,,,
0x0011D388,prim_InitMesh3D,Primitive.o,,,
0x0011EC78,prim_DispWireBox,Primitive.o,,,
0x0011E838,prim_DispWireYCylinder,Primitive.o,,,
0x0011E130,prim_InitParticle,Primitive.o,,,
0x0011E9A0,prim_DispWireSphere,Primitive.o,,,
0x0011CA48,prim_SetFan2D,Primitive.o,,,
0x00122EF0,reg_Init,RegistPacket.o,,,
0x00122E10,reg_DispObj,RegistPacket.o,,,
0x00122B28,reg_DispEnemy,RegistPacket.o,,,
0x001223D8,reg_DispAccessoryWithShadow,RegistPacket.o,,,
0x00122EB0,reg_DispObj2,RegistPacket.o,,,
0x00122EF8,reg_GetShinePri,RegistPacket.o,,,
0x00122790,reg_RenderReflection,RegistPacket.o,,,
0x00122EC0,reg_TransTexturePacket,RegistPacket.o,,,
0x00122EB8,reg_SetScissorSw,RegistPacket.o,,,
0x00122F48,shadow_Reset,Shadow.o,,,
0x001264D0,shadow_RenderVolumeMulti,Shadow.o,,,
0x001246C8,shadow_RenderVolume,Shadow.o,,,
0x00128978,shadow_KillShadow,Shadow.o,,,
0x00123E70,shadow_Render,Shadow.o,,,
0x00128980,shadow_DispCancel,Shadow.o,,,
0x00128A28,shadow_SetLength,Shadow.o,,,
0x00128628,shadow_Tool,Shadow.o,,,
0x001282C0,shadow_MakeObjectData,Shadow.o,,,
0x00128A58,shadow_Init,Shadow.o,,,
0x001233B0,shadow_Draw,Shadow.o,,,
0x0012A018,stage_DispAnimation,StageAnimation.o,,,
0x0012B080,stage_KillPlayBgAnimationIfOverMaxCount,StageAnimation.o,,,
0x0012AA98,stage_DispBgAnimation,StageAnimation.o,,,
0x0012A8A0,stage_MakePlayBgAnimation,StageAnimation.o,,,
0x00128CF0,stage_ApplyData,StageAnimation.o,,,
0x00129E80,stage_CalcAnimationParent,StageAnimation.o,,,
0x0012ADE8,stage_CheckAnimationFrame,StageAnimation.o,,,
0x0012A280,stage_PlayBgAnimation,StageAnimation.o,,,
0x0012AA30,stage_KillPlayBgAnimation,StageAnimation.o,,,
0x001299A0,stage_SetAnimation,StageAnimation.o,,,
0x0012AE78,stage_SetLoopFlag,StageAnimation.o,,,
0x0012AFD8,stage_SetLocalizeGeometry,StageAnimation.o,,,
0x00129C78,stage_ResetAnimation,StageAnimation.o,,,
0x0012AF70,stage_SetParentOfGObjWithLocalRotationFlag,StageAnimation.o,,,
0x0012A178,stage_SetScale,StageAnimation.o,,,
0x0012A570,stage_PlayBgAnimationDissolve,StageAnimation.o,,,
0x00128ED0,stage_Init,StageAnimation.o,,,
0x0012B0D8,stage_CheckAnimationFrameIn,StageAnimation.o,,,
0x00129C80,stage_CalcAnimationNoParent,StageAnimation.o,,,
0x00129B70,stage_ContinueAnimation,StageAnimation.o,,,
0x0012AD18,stage_CheckAnimationFinish,StageAnimation.o,,,
0x0012AEC0,stage_SetFrameStep,StageAnimation.o,,,
0x0012AF08,stage_SetParentOfGObj,StageAnimation.o,,,
0x0012E098,tex_SetClutAnimation,Texture.o,,,
0x00130008,tex_GetTextureNo,Texture.o,,,
0x001300D0,tex_SetSamplingType,Texture.o,,,
0x0012FFC8,tex_InitTexture,Texture.o,,,
0x001300A0,tex_GetTextureData,Texture.o,,,
0x00130470,tex_RemakeRegistersSampleMin,Texture.o,,,
0x0012E230,tex_ResetVram,Texture.o,,,
0x001303C0,tex_Init,Texture.o,,,
0x0012E118,tex_FreeTexture,Texture.o,,,
0x001301F0,tex_ResetVramPri,Texture.o,,,
0x00130280,tex_GetTextureNum,Texture.o,,,
0x00130110,tex_GetVramFreeAddress,Texture.o,,,
0x0012D4B0,tex_LoadTexturePart,Texture.o,,,
0x001300F8,tex_GetTexExtData,Texture.o,,,
0x0012B168,tex_AllocVramAuto,Texture.o,,,
0x00130288,tex_SetUVScroll,Texture.o,,,
0x0012FFE8,tex_LoadTexture,Texture.o,,,
0x0012FF78,tex_GetTWTH,Texture.o,,,
0x0012FAB0,tex_ListTool,Texture.o,,,
0x00130130,tex_UpdateMipMapLevel,Texture.o,,,
0x001300B8,tex_GetTextureName,Texture.o,,,
0x0012D608,tex_TransTexture,Texture.o,,,
0x001304E8,fog_MakeFogClut,ZFog.o,,,
